Id,OwnerId,IsDeleted,Name,RecordTypeId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,sustain_app__AMER_Taxi_Limousine_Rate_Mile__c,sustain_app__AMER_Train_Rate_Mile__c,sustain_app__APAC_Taxi_Limousine_Rate_Mile__c,sustain_app__APAC_Train_Rate_Mile__c,sustain_app__Company_Shuttle__c,sustain_app__Currency__c,sustain_app__Data_Source__c,sustain_app__Description__c,sustain_app__Distance_Unit__c,sustain_app__EMEA_Taxi_Limousine_Rate_Mile__c,sustain_app__EMEA_Train_Rate_Mile__c,sustain_app__Emission_Factor_Update_Year__c,sustain_app__Emission_Factors_Other__c,sustain_app__Fuel_Efficiency_Unit__c,sustain_app__Fuel_Efficiency_Value__c,sustain_app__Fuel_Efficiency_Value_mpg__c,sustain_app__GWP_CH4__c,sustain_app__GWP_N2O__c,sustain_app__HS_Australia__c,sustain_app__HS_Austria__c,sustain_app__HS_Canada__c,sustain_app__HS_Caribbean_Region__c,sustain_app__HS_China_Hong_Kong__c,sustain_app__HS_China__c,sustain_app__HS_France__c,sustain_app__HS_Germany_Southern_Region__c,sustain_app__HS_Germany__c,sustain_app__HS_India__c,sustain_app__HS_Indonesia__c,sustain_app__HS_International__c,sustain_app__HS_Japan__c,sustain_app__HS_Malaysia__c,sustain_app__HS_Mexico__c,sustain_app__HS_Russian_Federation__c,sustain_app__HS_Saudi_Arabia__c,sustain_app__HS_Singapore__c,sustain_app__HS_South_Korea__c,sustain_app__HS_Spain__c,sustain_app__HS_Switzerland__c,sustain_app__HS_Thailand__c,sustain_app__HS_Turkey__c,sustain_app__HS_UK_London__c,sustain_app__HS_UK_Other__c,sustain_app__HS_Vietnam__c,sustain_app__Hotel_Stay_Factor__c,sustain_app__Hotel_Stay__c,sustain_app__Maximum_Flight_Length_Medium_Haul__c,sustain_app__Maximum_Flight_Length_Short_Haul__c,sustain_app__Minimum_Flight_Length_Long_Haul__c,sustain_app__Personal_Car_DEFRA__c,sustain_app__Personal_Car_EPA__c,sustain_app__Personal_Car_kg_CO2e_per_Distance__c,sustain_app__Personal_Car_kg_CO2e_per_Mile__c,sustain_app__Shuttle_Diesel_Emission_Factor_gCH4_Mile__c,sustain_app__Shuttle_Diesel_Emission_Factor_gN2O_Mile__c,sustain_app__Taxi_Limo_Rate_Cost_per_Distance__c,sustain_app__Taxi_Limo_Rate_Cost_per_Mile__c,sustain_app__Taxi_Limo_kg_CO2e_per_Distance__c,sustain_app__Taxi_Limo_kg_CO2e_per_Mile__c,sustain_app__Taxi_Limousine_DEFRA__c,sustain_app__Taxi_Limousine_EPA__c,sustain_app__Train_DEFRA__c,sustain_app__Train_EPA__c,sustain_app__Train_Rate_Cost_per_Distance__c,sustain_app__Train_Rate_Cost_per_Mile__c,sustain_app__Train_kg_CO2e_per_Distance__c,sustain_app__Train_kg_CO2e_per_Mile__c,sustain_app__kgCO2_Pass_Km_Long_Haul__c,sustain_app__kgCO2_Pass_Km_Medium_Haul__c,sustain_app__kgCO2_Pass_Km_Short_Haul__c,sustain_app__kgCO2_Pass_Mile_Long_Haul__c,sustain_app__kgCO2_Pass_Mile_Medium_Haul__c,sustain_app__kgCO2_Pass_Mile_Short_Haul__c,sustain_app__kgCO2e_Pass_Km_CH4_Long_Haul__c,sustain_app__kgCO2e_Pass_Km_CH4_Medium_Haul__c,sustain_app__kgCO2e_Pass_Km_CH4_Short_Haul__c,sustain_app__kgCO2e_Pass_Km_N2O_Long_Haul__c,sustain_app__kgCO2e_Pass_Km_N2O_Medium_Haul__c,sustain_app__kgCO2e_Pass_Km_N2O_Short_Haul__c,sustain_app__kgCO2e_Pass_Mile_CH4_Long_Haul__c,sustain_app__kgCO2e_Pass_Mile_CH4_Medium_Haul__c,sustain_app__kgCO2e_Pass_Mile_CH4_Short_Haul__c,sustain_app__kgCO2e_Pass_Mile_N2O_Long_Haul__c,sustain_app__kgCO2e_Pass_Mile_N2O_Medium_Haul__c,sustain_app__kgCO2e_Pass_Mile_N2O_Short_Haul__c
a083h000001WcyyAAC,0053h000002flTyAAI,,Panama,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.2,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WcyzAAC,0053h000002flTyAAI,,Philippines,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.3,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001Wcz0AAC,0053h000002flTyAAI,,Poland,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001Wcz1AAC,0053h000002flTyAAI,,Portugal,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001Wcz2AAC,0053h000002flTyAAI,,Qatar,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.3,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001Wcz3AAC,0053h000002flTyAAI,,Russian Federation,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.1,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001Wcz4AAC,0053h000002flTyAAI,,Saudi Arabia,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.2,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001Wcz5AAC,0053h000002flTyAAI,,Singapore,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001Wcz6AAC,0053h000002flTyAAI,,South Africa,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001Wcz7AAC,0053h000002flTyAAI,,South Korea,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001Wcz8AAC,0053h000002flTyAAI,,Spain,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001Wcz9AAC,0053h000002flTyAAI,,Switzerland,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WczAAAS,0053h000002flTyAAI,,Taiwan,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.1,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WczBAAS,0053h000002flTyAAI,,Thailand,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.6,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WczCAAS,0053h000002flTyAAI,,Turkey,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WczDAAS,0053h000002flTyAAI,,United Arab Emirates,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.9,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WczEAAS,0053h000002flTyAAI,,United Kingdom,0123h0000006kXvAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WczIAAS,0053h000002flTyAAI,,Rental Car - Compact class,0123h0000006kXwAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:40.000+0000,0053h000002flTyAAI,2020-09-09T17:03:40.000+0000,,,,,,,,,USD,"Salesforce-derived values from US EPA data, accessed at www.fueleconomy.gov",,Kilometers,,,2020,a073h000003kpk2AAA,Miles per Gallon,27.3,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WczJAAS,0053h000002flTyAAI,,Rental Car - Standard class,0123h0000006kXwAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:40.000+0000,0053h000002flTyAAI,2020-09-09T17:03:40.000+0000,,,,,,,,,USD,"Salesforce-derived values from US EPA data, accessed at www.fueleconomy.gov",,Kilometers,,,2020,a073h000003kpk2AAA,Miles per Gallon,24.2,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WczKAAS,0053h000002flTyAAI,,Rental Car - Full Size class,0123h0000006kXwAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:40.000+0000,0053h000002flTyAAI,2020-09-09T17:03:40.000+0000,,,,,,,,,USD,"Salesforce-derived values from US EPA data, accessed at www.fueleconomy.gov",,Kilometers,,,2020,a073h000003kpk2AAA,Miles per Gallon,20.7,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WczLAAS,0053h000002flTyAAI,,Rental Car - Minivan class,0123h0000006kXwAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:40.000+0000,0053h000002flTyAAI,2020-09-09T17:03:40.000+0000,,,,,,,,,USD,"Salesforce-derived values from US EPA data, accessed at www.fueleconomy.gov",,Kilometers,,,2020,a073h000003kpk2AAA,Miles per Gallon,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a083h000001WczMAAS,0053h000002flTyAAI,,Rental Car - SUV class,0123h0000006kXwAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:40.000+0000,0053h000002flTyAAI,2020-09-09T17:03:40.000+0000,,,,,,,,,USD,"Salesforce-derived values from US EPA data, accessed at www.fueleconomy.gov",,Kilometers,,,2020,a073h000003kpk2AAA,Miles per Gallon,16.7,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,
