Id,OwnerId,IsDeleted,Name,RecordTypeId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,sustain_app__AMER_Avg_Elec_Energy_Intensity_kwh_sqft__c,sustain_app__AMER_Avg_Energy_Intensity_kBtu_sqft__c,sustain_app__APAC_Avg_Elec_Energy_Intensity_kwh_sqft__c,sustain_app__APAC_Avg_Energy_Intensity_kBtu_sqft__c,sustain_app__Autogas_LPG_CH4_factor_g_CH4_km__c,sustain_app__Autogas_LPG_CO2_factor_kg_CO2_L__c,sustain_app__Autogas_LPG_N2O_factor_g_N2O_km__c,sustain_app__Biodiesel_CH4_factor_g_CH4_km__c,sustain_app__Biodiesel_CO2_factor_kg_CO2_L__c,sustain_app__Biodiesel_N2O_factor_g_N2O_km__c,sustain_app__CNG_CH4_factor_g_CH4_km__c,sustain_app__CNG_CO2_factor_kg_CO2_L__c,sustain_app__CNG_N2O_factor_g_N2O_km__c,sustain_app__City__c,sustain_app__Cooling_CO2e_Factor_tCO2e_MWh__c,sustain_app__Country__c,sustain_app__Data_Source__c,sustain_app__Diesel_CH4_Factor_g_mmBtu__c,sustain_app__Diesel_CO2_Factor__c,sustain_app__Diesel_CO2e_Factor_tCO2e_MWh__c,sustain_app__Diesel_N2O_Factor_g_mmBtu__c,sustain_app__EMEA_Avg_Elec_Energy_Intensity_kwh_sqft__c,sustain_app__EMEA_Avg_Energy_Intensity_kBtu_sqft__c,sustain_app__East_North_Central_Large__c,sustain_app__East_North_Central_Medium__c,sustain_app__East_North_Central_Small__c,sustain_app__East_South_Central_Large__c,sustain_app__East_South_Central_Medium__c,sustain_app__East_South_Central_Small__c,sustain_app__Emission_Factor_Update_Year__c,sustain_app__Ethanol_CH4_factor_g_CH4_km__c,sustain_app__Ethanol_CO2_factor_kg_CO2_L__c,sustain_app__Ethanol_N2O_factor_g_N2O_km__c,sustain_app__Fuel_Oil_CH4_Factor_g_mmBtu__c,sustain_app__Fuel_Oil_CO2_Factor_kg_mmBtu__c,sustain_app__Fuel_Oil_CO2e_Factor_tCO2e_MWh__c,sustain_app__Fuel_Oil_N2O_Factor_g_mmBtu__c,sustain_app__GWP_CH4__c,sustain_app__GWP_N2O__c,sustain_app__GWP__c,sustain_app__GWP_kgCO2ekg__c,sustain_app__Gasoline_CH4_factor_g_CH4_km__c,sustain_app__Gasoline_CO2_factor_kg_CO2_L__c,sustain_app__Gasoline_N2O_factor_g_N2O_km__c,sustain_app__Heating_CO2e_Factor_tCO2e_MWh__c,sustain_app__Jet_Fuel_CO2e_Factor_tCO2e_Gal__c,sustain_app__Middle_Atlantic_Large__c,sustain_app__Middle_Atlantic_Medium__c,sustain_app__Middle_Atlantic_Small__c,sustain_app__Midwest_Large__c,sustain_app__Midwest_Medium__c,sustain_app__Midwest_Small__c,sustain_app__Midwest_kBtusft__c,sustain_app__Mobile_Diesel_CH4_factor_g_CH4_km__c,sustain_app__Mobile_Diesel_CO2_factor_kg_CO2_L__c,sustain_app__Mobile_Diesel_N2O_factor_g_N2O_km__c,sustain_app__Mountain_Large__c,sustain_app__Mountain_Medium__c,sustain_app__Mountain_Small__c,sustain_app__Natural_Gas_CH4_Factor_g_mmBtu__c,sustain_app__Natural_Gas_CO2_Factor__c,sustain_app__Natural_Gas_CO2e_Factor_tCO2e_MWh__c,sustain_app__Natural_Gas_Cal_Conversion_kWh_m3__c,sustain_app__Natural_Gas_N2O_Factor_g_mmBtu__c,sustain_app__New_England_Large__c,sustain_app__New_England_Medium__c,sustain_app__New_England_Small__c,sustain_app__Non_US_Real_Estate_Avg_kBtu_Sqft__c,sustain_app__Northeast_Large__c,sustain_app__Northeast_Medium__c,sustain_app__Northeast_Small__c,sustain_app__Northeast_kBtusft__c,sustain_app__Pacific_Large__c,sustain_app__Pacific_Medium__c,sustain_app__Pacific_Small__c,sustain_app__Propane_CH4_Factor__c,sustain_app__Propane_CO2_Factor__c,sustain_app__Propane_CO2e_Factor_tCO2e_MWh__c,sustain_app__Propane_N2O_Factor__c,sustain_app__RefrigerantLeakageRatekgITkWh__c,sustain_app__RefrigerantLeakageRatekgM2__c,sustain_app__RefrigerantLeakageRatekgSqft__c,sustain_app__Refrigerant_Name__c,sustain_app__South_Atlantic_Large__c,sustain_app__South_Atlantic_Medium__c,sustain_app__South_Atlantic_Small__c,sustain_app__South_Large__c,sustain_app__South_Medium__c,sustain_app__South_Small__c,sustain_app__South_kBtusft__c,sustain_app__State__c,sustain_app__Steam_CH4_Factor_g_mmBtu__c,sustain_app__Steam_CO2_Factor_kg_mmBtu__c,sustain_app__Steam_CO2e_Factor_tCO2e_MWh__c,sustain_app__Steam_N2O_Factor_g_mmBtu__c,sustain_app__SubRegion_Name__c,sustain_app__West_Large__c,sustain_app__West_Medium__c,sustain_app__West_North_Central_Large__c,sustain_app__West_North_Central_Medium__c,sustain_app__West_North_Central_Small__c,sustain_app__West_Small__c,sustain_app__West_South_Central_Large__c,sustain_app__West_South_Central_Medium__c,sustain_app__West_South_Central_Small__c,sustain_app__West_kBtusft__c,sustain_app__jet_fuel_ch4_factor_g_gal__c,sustain_app__jet_fuel_co2_factor_g__c,sustain_app__jet_fuel_n2o_factor_g_gal__c
a073h000003kpjfAAA,0053h000002flTyAAI,,Perfluoropropane (PFC-218) - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,8830,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,Perfluoropropane (PFC-218),,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpjgAAA,0053h000002flTyAAI,,PFC-9-1-18 - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,7500,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,PFC-9-1-18,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpjhAAA,0053h000002flTyAAI,,PFPMIE - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,10300,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,PFPMIE,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpimAAA,0053h000002flTyAAI,,Halon-2402 - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,1640,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,Halon-2402,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpinAAA,0053h000002flTyAAI,,HCFC-123 - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,77,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HCFC-123,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpioAAA,0053h000002flTyAAI,,HCFC-124 - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,609,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HCFC-124,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpipAAA,0053h000002flTyAAI,,HCFC-141b - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,725,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HCFC-141b,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpiqAAA,0053h000002flTyAAI,,HCFC-142b - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,2310,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HCFC-142b,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpirAAA,0053h000002flTyAAI,,HCFC-21 - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,151,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HCFC-21,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpisAAA,0053h000002flTyAAI,,HCFC-22 / R22 (chlorodifluoromethane) - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,1810,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HCFC-22 / R22 (chlorodifluoromethane),,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpitAAA,0053h000002flTyAAI,,HCFC-225ca - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,122,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HCFC-225ca,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpiuAAA,0053h000002flTyAAI,,HCFC-225cb - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,595,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HCFC-225cb,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpivAAA,0053h000002flTyAAI,,HCFE-235da2 - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,350,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HCFE-235da2,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpiwAAA,0053h000002flTyAAI,,HFC-125 - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,3500,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HFC-125,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpixAAA,0053h000002flTyAAI,,HFC-134 - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,1100,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HFC-134,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpiyAAA,0053h000002flTyAAI,,HFC-134a - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,1430,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HFC-134a,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpizAAA,0053h000002flTyAAI,,HFC-143 - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,353,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HFC-143,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpj0AAA,0053h000002flTyAAI,,HFC-143a - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,4470,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HFC-143a,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpj1AAA,0053h000002flTyAAI,,HFC-152 - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,53,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HFC-152,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpj2AAA,0053h000002flTyAAI,,HFC-152a - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,124,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HFC-152a,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpj3AAA,0053h000002flTyAAI,,HFC-161 - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,12,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HFC-161,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpj4AAA,0053h000002flTyAAI,,HFC-227ea - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,3220,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HFC-227ea,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpj5AAA,0053h000002flTyAAI,,HFC-23 - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,14800,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HFC-23,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpjiAAA,0053h000002flTyAAI,,R-407C - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,1774,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,R-407C,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpjjAAA,0053h000002flTyAAI,,R-410A - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,2088,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,R-410A,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpjkAAA,0053h000002flTyAAI,,R-422D - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,2729,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,R-422D,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpjlAAA,0053h000002flTyAAI,,R1234yf - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,1,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,R1234yf,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpjmAAA,0053h000002flTyAAI,,R1234ze - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,1,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,R1234ze,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpjnAAA,0053h000002flTyAAI,,R134a - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,1430,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,R134a,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpjoAAA,0053h000002flTyAAI,,R290 (propane) - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,3,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,R290 (propane),,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpjpAAA,0053h000002flTyAAI,,R403A - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,3124,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,R403A,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpj7AAA,0053h000002flTyAAI,,HFC-236ea - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,1370,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HFC-236ea,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpj8AAA,0053h000002flTyAAI,,HFC-236fa - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,9810,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HFC-236fa,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpj9AAA,0053h000002flTyAAI,,HFC-245ca - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,693,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HFC-245ca,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpjAAAQ,0053h000002flTyAAI,,HFC-245fa - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,1030,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HFC-245fa,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpjBAAQ,0053h000002flTyAAI,,HFC-32 - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,675,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HFC-32,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpjCAAQ,0053h000002flTyAAI,,HFC-365mfc - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,794,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HFC-365mfc,,,,,,,,,,,0,,,,,,,,,,,,,,,
a073h000003kpjDAAQ,0053h000002flTyAAI,,HFC-41 - 2018 revision,0123h0000006kXsAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,0053h000002flTyAAI,2020-09-09T17:03:39.000+0000,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,92,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HFC-41,,,,,,,,,,,0,,,,,,,,,,,,,,,
