Id,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,sustain_app__ConsumptionReport__c,sustain_app__EnergyConsumption__c,sustain_app__Is_Locked__c,sustain_app__UniqueInventoryId__c
a023h000009XFqJAAW,,CFR-000000233,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8nuAAC,,a033h00000BXnGtAALa093h000001Q8nuAAC
a023h000009XFqKAAW,,CFR-000000234,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8nvAAC,,a033h00000BXnGtAALa093h000001Q8nvAAC
a023h000009XFqLAAW,,CFR-000000235,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8nwAAC,,a033h00000BXnGtAALa093h000001Q8nwAAC
a023h000009XFqMAAW,,CFR-000000236,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8nxAAC,,a033h00000BXnGtAALa093h000001Q8nxAAC
a023h000009XFqNAAW,,CFR-000000237,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8nyAAC,,a033h00000BXnGtAALa093h000001Q8nyAAC
a023h000009XFqOAAW,,CFR-000000238,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8nzAAC,,a033h00000BXnGtAALa093h000001Q8nzAAC
a023h000009XFqPAAW,,CFR-000000239,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8o0AAC,,a033h00000BXnGtAALa093h000001Q8o0AAC
a023h000009XFqQAAW,,CFR-000000240,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8o1AAC,,a033h00000BXnGtAALa093h000001Q8o1AAC
a023h000009XFqRAAW,,CFR-000000241,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8o2AAC,,a033h00000BXnGtAALa093h000001Q8o2AAC
a023h000009XFqSAAW,,CFR-000000242,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8o3AAC,,a033h00000BXnGtAALa093h000001Q8o3AAC
a023h000009XFqTAAW,,CFR-000000243,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8o4AAC,,a033h00000BXnGtAALa093h000001Q8o4AAC
a023h000009XFqUAAW,,CFR-000000244,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8o5AAC,,a033h00000BXnGtAALa093h000001Q8o5AAC
a023h000009XFqVAAW,,CFR-000000245,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8o6AAC,,a033h00000BXnGtAALa093h000001Q8o6AAC
a023h000009XFqWAAW,,CFR-000000246,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8o7AAC,,a033h00000BXnGtAALa093h000001Q8o7AAC
a023h000009XFqXAAW,,CFR-000000247,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8o8AAC,,a033h00000BXnGtAALa093h000001Q8o8AAC
a023h000009XFqYAAW,,CFR-000000248,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8o9AAC,,a033h00000BXnGtAALa093h000001Q8o9AAC
a023h000009XFqZAAW,,CFR-000000249,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oAAAS,,a033h00000BXnGtAALa093h000001Q8oAAAS
a023h000009XFqaAAG,,CFR-000000250,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oBAAS,,a033h00000BXnGtAALa093h000001Q8oBAAS
a023h000009XFqbAAG,,CFR-000000251,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oCAAS,,a033h00000BXnGtAALa093h000001Q8oCAAS
a023h000009XFqcAAG,,CFR-000000252,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oDAAS,,a033h00000BXnGtAALa093h000001Q8oDAAS
a023h000009XFqdAAG,,CFR-000000253,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oEAAS,,a033h00000BXnGtAALa093h000001Q8oEAAS
a023h000009XFqeAAG,,CFR-000000254,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oFAAS,,a033h00000BXnGtAALa093h000001Q8oFAAS
a023h000009XFqfAAG,,CFR-000000255,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oGAAS,,a033h00000BXnGtAALa093h000001Q8oGAAS
a023h000009XFqgAAG,,CFR-000000256,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oHAAS,,a033h00000BXnGtAALa093h000001Q8oHAAS
a023h000009XFqhAAG,,CFR-000000257,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oIAAS,,a033h00000BXnGtAALa093h000001Q8oIAAS
a023h000009XFqiAAG,,CFR-000000258,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oJAAS,,a033h00000BXnGtAALa093h000001Q8oJAAS
a023h000009XFqjAAG,,CFR-000000259,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oKAAS,,a033h00000BXnGtAALa093h000001Q8oKAAS
a023h000009XFqkAAG,,CFR-000000260,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oLAAS,,a033h00000BXnGtAALa093h000001Q8oLAAS
a023h000009XFqlAAG,,CFR-000000261,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oMAAS,,a033h00000BXnGtAALa093h000001Q8oMAAS
a023h000009XFqmAAG,,CFR-000000262,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oNAAS,,a033h00000BXnGtAALa093h000001Q8oNAAS
a023h000009XFqnAAG,,CFR-000000263,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oOAAS,,a033h00000BXnGtAALa093h000001Q8oOAAS
a023h000009XFqoAAG,,CFR-000000264,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oPAAS,,a033h00000BXnGtAALa093h000001Q8oPAAS
a023h000009XFqpAAG,,CFR-000000265,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oQAAS,,a033h00000BXnGtAALa093h000001Q8oQAAS
a023h000009XFqqAAG,,CFR-000000266,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oRAAS,,a033h00000BXnGtAALa093h000001Q8oRAAS
a023h000009XFqrAAG,,CFR-000000267,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oSAAS,,a033h00000BXnGtAALa093h000001Q8oSAAS
a023h000009XFqsAAG,,CFR-000000268,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oTAAS,,a033h00000BXnGtAALa093h000001Q8oTAAS
a023h000009XFqtAAG,,CFR-000000269,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oUAAS,,a033h00000BXnGtAALa093h000001Q8oUAAS
a023h000009XFquAAG,,CFR-000000270,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oVAAS,,a033h00000BXnGtAALa093h000001Q8oVAAS
a023h000009XFqvAAG,,CFR-000000271,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oWAAS,,a033h00000BXnGtAALa093h000001Q8oWAAS
a023h000009XFqwAAG,,CFR-000000272,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oXAAS,,a033h00000BXnGtAALa093h000001Q8oXAAS
a023h000009XFqxAAG,,CFR-000000273,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oYAAS,,a033h00000BXnGtAALa093h000001Q8oYAAS
a023h000009XFqyAAG,,CFR-000000274,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oZAAS,,a033h00000BXnGtAALa093h000001Q8oZAAS
a023h000009XFqzAAG,,CFR-000000275,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oaAAC,,a033h00000BXnGtAALa093h000001Q8oaAAC
a023h000009XFr0AAG,,CFR-000000276,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8obAAC,,a033h00000BXnGtAALa093h000001Q8obAAC
a023h000009XFr1AAG,,CFR-000000277,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8ocAAC,,a033h00000BXnGtAALa093h000001Q8ocAAC
a023h000009XFr2AAG,,CFR-000000278,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8odAAC,,a033h00000BXnGtAALa093h000001Q8odAAC
a023h000009XFr3AAG,,CFR-000000279,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oeAAC,,a033h00000BXnGtAALa093h000001Q8oeAAC
a023h000009XFr4AAG,,CFR-000000280,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8ofAAC,,a033h00000BXnGtAALa093h000001Q8ofAAC
a023h000009XFr5AAG,,CFR-000000281,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8ogAAC,,a033h00000BXnGtAALa093h000001Q8ogAAC
a023h000009XFr6AAG,,CFR-000000282,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8ohAAC,,a033h00000BXnGtAALa093h000001Q8ohAAC
a023h000009XFr7AAG,,CFR-000000283,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oiAAC,,a033h00000BXnGtAALa093h000001Q8oiAAC
a023h000009XFr8AAG,,CFR-000000284,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8ojAAC,,a033h00000BXnGtAALa093h000001Q8ojAAC
a023h000009XFr9AAG,,CFR-000000285,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8okAAC,,a033h00000BXnGtAALa093h000001Q8okAAC
a023h000009XFrAAAW,,CFR-000000286,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8olAAC,,a033h00000BXnGtAALa093h000001Q8olAAC
a023h000009XFrBAAW,,CFR-000000287,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8omAAC,,a033h00000BXnGtAALa093h000001Q8omAAC
a023h000009XFrCAAW,,CFR-000000288,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8onAAC,,a033h00000BXnGtAALa093h000001Q8onAAC
a023h000009XFrDAAW,,CFR-000000289,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8ooAAC,,a033h00000BXnGtAALa093h000001Q8ooAAC
a023h000009XFrEAAW,,CFR-000000290,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8opAAC,,a033h00000BXnGtAALa093h000001Q8opAAC
a023h000009XFrFAAW,,CFR-000000291,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oqAAC,,a033h00000BXnGtAALa093h000001Q8oqAAC
a023h000009XFrGAAW,,CFR-000000292,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8orAAC,,a033h00000BXnGtAALa093h000001Q8orAAC
a023h000009XFrHAAW,,CFR-000000293,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8osAAC,,a033h00000BXnGtAALa093h000001Q8osAAC
a023h000009XFrIAAW,,CFR-000000294,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8otAAC,,a033h00000BXnGtAALa093h000001Q8otAAC
a023h000009XFrJAAW,,CFR-000000295,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8ouAAC,,a033h00000BXnGtAALa093h000001Q8ouAAC
a023h000009XFrKAAW,,CFR-000000296,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8ovAAC,,a033h00000BXnGtAALa093h000001Q8ovAAC
a023h000009XFrLAAW,,CFR-000000297,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8owAAC,,a033h00000BXnGtAALa093h000001Q8owAAC
a023h000009XFrMAAW,,CFR-000000298,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oxAAC,,a033h00000BXnGtAALa093h000001Q8oxAAC
a023h000009XFrNAAW,,CFR-000000299,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8oyAAC,,a033h00000BXnGtAALa093h000001Q8oyAAC
a023h000009XFrOAAW,,CFR-000000300,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8ozAAC,,a033h00000BXnGtAALa093h000001Q8ozAAC
a023h000009XFrPAAW,,CFR-000000301,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8p0AAC,,a033h00000BXnGtAALa093h000001Q8p0AAC
a023h000009XFrQAAW,,CFR-000000302,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8p1AAC,,a033h00000BXnGtAALa093h000001Q8p1AAC
a023h000009XFrRAAW,,CFR-000000303,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8p2AAC,,a033h00000BXnGtAALa093h000001Q8p2AAC
a023h000009XFrSAAW,,CFR-000000304,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8p3AAC,,a033h00000BXnGtAALa093h000001Q8p3AAC
a023h000009XFrTAAW,,CFR-000000305,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8p4AAC,,a033h00000BXnGtAALa093h000001Q8p4AAC
a023h000009XFrUAAW,,CFR-000000306,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8p5AAC,,a033h00000BXnGtAALa093h000001Q8p5AAC
a023h000009XFrVAAW,,CFR-000000307,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8p6AAC,,a033h00000BXnGtAALa093h000001Q8p6AAC
a023h000009XFrWAAW,,CFR-000000308,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8p7AAC,,a033h00000BXnGtAALa093h000001Q8p7AAC
a023h000009XFrXAAW,,CFR-000000309,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8p8AAC,,a033h00000BXnGtAALa093h000001Q8p8AAC
a023h000009XFrYAAW,,CFR-000000310,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8p9AAC,,a033h00000BXnGtAALa093h000001Q8p9AAC
a023h000009XFrZAAW,,CFR-000000311,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8pAAAS,,a033h00000BXnGtAALa093h000001Q8pAAAS
a023h000009XFraAAG,,CFR-000000312,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8pBAAS,,a033h00000BXnGtAALa093h000001Q8pBAAS
a023h000009XFrbAAG,,CFR-000000313,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8pCAAS,,a033h00000BXnGtAALa093h000001Q8pCAAS
a023h000009XFrcAAG,,CFR-000000314,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8pDAAS,,a033h00000BXnGtAALa093h000001Q8pDAAS
a023h000009XFrdAAG,,CFR-000000315,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8pEAAS,,a033h00000BXnGtAALa093h000001Q8pEAAS
a023h000009XFreAAG,,CFR-000000316,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8pFAAS,,a033h00000BXnGtAALa093h000001Q8pFAAS
a023h000009XFrfAAG,,CFR-000000317,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8pGAAS,,a033h00000BXnGtAALa093h000001Q8pGAAS
a023h000009XFrgAAG,,CFR-000000318,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8pHAAS,,a033h00000BXnGtAALa093h000001Q8pHAAS
a023h000009XFrhAAG,,CFR-000000319,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8pIAAS,,a033h00000BXnGtAALa093h000001Q8pIAAS
a023h000009XFriAAG,,CFR-000000320,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,0053h000002ff5cAAA,2020-09-10T16:03:12.000+0000,a033h00000BXnGtAAL,a093h000001Q8pJAAS,,a033h00000BXnGtAALa093h000001Q8pJAAS
